Date,AVAX-USD,BTC-USD,DOT-USD,ETH-USD,MATIC-USD,OCEAN-USD,TSLA,Optimized Portfolio
2020-01-01 00:00:00+00:00,,7200.17431640625,,130.802001953125,0.014961999841034412,0.039225999265909195,,
2020-01-02 00:00:00+00:00,,6985.47021484375,,127.4101791381836,0.014650999568402767,0.03478400036692619,,
2020-01-02 05:00:00+00:00,,,,,,,28.68400001525879,4.3900862023353575
2020-01-03 00:00:00+00:00,,7344.88427734375,,134.1717071533203,0.015193999744951725,0.03669299930334091,,
2020-01-03 05:00:00+00:00,,,,,,,29.534000396728516,4.520178760719299
2020-01-04 00:00:00+00:00,,7410.65673828125,,135.06936645507812,0.014960999600589275,0.035934001207351685,,
2020-01-05 00:00:00+00:00,,7411.3173828125,,136.2767791748047,0.014914000406861305,0.03309600055217743,,
2020-01-06 00:00:00+00:00,,7769.21923828125,,144.3041534423828,0.01558700017631054,0.03518100082874298,,
2020-01-06 05:00:00+00:00,,,,,,,30.1026668548584,4.607213162136078
2020-01-07 00:00:00+00:00,,8163.6923828125,,143.5439910888672,0.01510000042617321,0.03196600079536438,,
2020-01-07 05:00:00+00:00,,,,,,,31.270666122436523,4.78597545003891
2020-01-08 00:00:00+00:00,,8079.86279296875,,141.2581329345703,0.01500600017607212,0.03292499855160713,,
2020-01-08 05:00:00+00:00,,,,,,,32.80933380126953,5.021468538284301
2020-01-09 00:00:00+00:00,,7879.0712890625,,138.9792022705078,0.014698999933898449,0.03337699919939041,,
2020-01-09 05:00:00+00:00,,,,,,,32.089332580566406,4.911272351455688
2020-01-10 00:00:00+00:00,,8166.55419921875,,143.96377563476562,0.014852999709546566,0.03477500006556511,,
2020-01-10 05:00:00+00:00,,,,,,,31.876667022705078,4.878723887825012
2020-01-11 00:00:00+00:00,,8037.53759765625,,142.92710876464844,0.014816000126302242,0.0348690003156662,,
2020-01-12 00:00:00+00:00,,8192.494140625,,145.87393188476562,0.015008999966084957,0.03537900000810623,,
2020-01-13 00:00:00+00:00,,8144.1943359375,,144.22659301757812,0.01553099974989891,0.031127000227570534,,
2020-01-13 05:00:00+00:00,,,,,,,34.990665435791016,5.355321344947814
2020-01-14 00:00:00+00:00,,8827.7646484375,,165.95535278320312,0.015730999410152435,0.03206599876284599,,
2020-01-14 05:00:00+00:00,,,,,,,35.861331939697266,5.488576853370666
2020-01-15 00:00:00+00:00,,8807.0107421875,,166.23068237304688,0.016367999836802483,0.03471500054001808,,
2020-01-15 05:00:00+00:00,,,,,,,34.56666564941406,5.290428177642822
2020-01-16 00:00:00+00:00,,8723.7861328125,,164.39100646972656,0.01607700064778328,0.03846000134944916,,
2020-01-16 05:00:00+00:00,,,,,,,34.232666015625,5.239309533691406
2020-01-17 00:00:00+00:00,,8929.0380859375,,170.7799530029297,0.018818000331521034,0.039903998374938965,,
2020-01-17 05:00:00+00:00,,,,,,,34.03333282470703,5.2088015888214105
2020-01-18 00:00:00+00:00,,8942.80859375,,175.3656768798828,0.01751900091767311,0.03903200104832649,,
2020-01-19 00:00:00+00:00,,8706.2451171875,,166.9698486328125,0.01639699935913086,0.036715999245643616,,
2020-01-20 00:00:00+00:00,,8657.642578125,,167.12051391601562,0.016899000853300095,0.03653499856591225,,
2020-01-21 00:00:00+00:00,,8745.89453125,,169.69715881347656,0.01716100051999092,0.03619199991226196,,
2020-01-21 05:00:00+00:00,,,,,,,36.47999954223633,5.58326392993927
2020-01-22 00:00:00+00:00,,8680.8759765625,,168.29415893554688,0.017086999490857124,0.03526899963617325,,
2020-01-22 05:00:00+00:00,,,,,,,37.97066879272461,5.811410858726501
2020-01-23 00:00:00+00:00,,8406.515625,,162.92855834960938,0.01594099961221218,0.034765999764204025,,
2020-01-23 05:00:00+00:00,,,,,,,38.14666748046875,5.8383474578857415
2020-01-24 00:00:00+00:00,,8445.4345703125,,163.05117797851562,0.0162540003657341,0.034922000020742416,,
2020-01-24 05:00:00+00:00,,,,,,,37.654666900634766,5.763046769142151
2020-01-25 00:00:00+00:00,,8367.84765625,,161.283935546875,0.01606599986553192,0.03494599834084511,,
2020-01-26 00:00:00+00:00,,8596.830078125,,168.0771026611328,0.016457000747323036,0.03825699910521507,,
2020-01-27 00:00:00+00:00,,8909.8193359375,,170.93089294433594,0.016909999772906303,0.04061400145292282,,
2020-01-27 05:00:00+00:00,,,,,,,37.201332092285156,5.6936638767242425
2020-01-28 00:00:00+00:00,,9358.58984375,,176.3703155517578,0.017255999147892,0.04271500185132027,,
2020-01-28 05:00:00+00:00,,,,,,,37.793331146240234,5.784269331932068
2020-01-29 00:00:00+00:00,,9316.6298828125,,175.0503387451172,0.017109999433159828,0.04575999826192856,,
2020-01-29 05:00:00+00:00,,,,,,,38.732666015625,5.928034533691406
2020-01-30 00:00:00+00:00,,9508.9931640625,,184.6904754638672,0.018644999712705612,0.042493000626564026,,
2020-01-30 05:00:00+00:00,,,,,,,42.72066879272461,6.538398358726501
2020-01-31 00:00:00+00:00,,9350.529296875,,180.16017150878906,0.017928000539541245,0.046032000333070755,,
2020-01-31 05:00:00+00:00,,,,,,,43.371334075927734,6.637982680320739
2020-02-01 00:00:00+00:00,,9392.875,,183.6739501953125,0.018331000581383705,0.048374999314546585,,
2020-02-02 00:00:00+00:00,,9344.365234375,,188.61753845214844,0.01911499910056591,0.05272100120782852,,
2020-02-03 00:00:00+00:00,,9293.521484375,,189.8650665283203,0.022086000069975853,0.04988500103354454,,
2020-02-03 05:00:00+00:00,,,,,,,52.0,7.9586
2020-02-04 00:00:00+00:00,,9180.962890625,,189.25059509277344,0.021128999069333076,0.05138399824500084,,
2020-02-04 05:00:00+00:00,,,,,,,59.137332916259766,9.050968802833557
2020-02-05 00:00:00+00:00,,9613.423828125,,204.23023986816406,0.021432999521493912,0.05535300076007843,,
2020-02-05 05:00:00+00:00,,,,,,,48.97999954223633,7.496388929939269
2020-02-06 00:00:00+00:00,,9729.8017578125,,212.33908081054688,0.024459000676870346,0.05851700156927109,,
2020-02-06 05:00:00+00:00,,,,,,,49.930667877197266,7.641888718605041
2020-02-07 00:00:00+00:00,,9795.943359375,,222.72605895996094,0.022962000221014023,0.058997999876737595,,
2020-02-07 05:00:00+00:00,,,,,,,49.871334075927734,7.632807680320739
2020-02-08 00:00:00+00:00,,9865.119140625,,223.14651489257812,0.02115499973297119,0.057638999074697495,,
2020-02-09 00:00:00+00:00,,10116.673828125,,228.5785675048828,0.02191999927163124,0.054896000772714615,,
2020-02-10 00:00:00+00:00,,9856.611328125,,223.522705078125,0.021608000621199608,0.050328001379966736,,
2020-02-10 05:00:00+00:00,,,,,,,51.41866683959961,7.86962695980072
2020-02-11 00:00:00+00:00,,10208.236328125,,235.8511962890625,0.022797999903559685,0.05586300045251846,,
2020-02-11 05:00:00+00:00,,,,,,,51.62533187866211,7.901257044029236
2020-02-12 00:00:00+00:00,,10326.0546875,,265.4061279296875,0.022897999733686447,0.06099599972367287,,
2020-02-12 05:00:00+00:00,,,,,,,51.15266799926758,7.828915837287902
2020-02-13 00:00:00+00:00,,10214.3798828125,,268.0992431640625,0.022252000868320465,0.06022400036454201,,
2020-02-13 05:00:00+00:00,,,,,,,53.599998474121094,8.203479766464232
2020-02-14 00:00:00+00:00,,10312.1162109375,,284.2174987792969,0.023249000310897827,0.0595490001142025,,
2020-02-14 05:00:00+00:00,,,,,,,53.33533477783203,8.162972987747192
2020-02-15 00:00:00+00:00,,9889.4248046875,,264.72857666015625,0.0208320003002882,0.06012599915266037,,
2020-02-16 00:00:00+00:00,,9934.43359375,,259.89471435546875,0.020160000771284103,0.057142000645399094,,
2020-02-17 00:00:00+00:00,,9690.142578125,,266.3634338378906,0.020055999979376793,0.05961399897933006,,
2020-02-18 00:00:00+00:00,,10141.99609375,,281.944580078125,0.021525999531149864,0.06782600283622742,,
2020-02-18 05:00:00+00:00,,,,,,,57.22666549682617,8.758541154289246
2020-02-19 00:00:00+00:00,,9633.38671875,,259.76397705078125,0.020712999626994133,0.06962200254201889,,
2020-02-19 05:00:00+00:00,,,,,,,61.16133117675781,9.360741736602783
2020-02-20 00:00:00+00:00,,9608.4755859375,,257.949462890625,0.020695999264717102,0.07318399846553802,,
2020-02-20 05:00:00+00:00,,,,,,,59.96066665649414,9.176980031776427
2020-02-21 00:00:00+00:00,,9686.44140625,,265.6006164550781,0.02076300047338009,0.06936600059270859,,
2020-02-21 05:00:00+00:00,,,,,,,60.06666564941406,9.193203177642822
2020-02-22 00:00:00+00:00,,9663.181640625,,262.33172607421875,0.020795999094843864,0.06758800148963928,,
2020-02-23 00:00:00+00:00,,9924.515625,,273.754150390625,0.02229899913072586,0.0701650008559227,,
